MCC,RUC,UIC,UNIT NAME,STREET ADDRESS,"CITY, STATE",ZIPCODE,DPI
G13,03003,null,AIR CONTROL SECT,NAF ANDREWS AFB,WASHINGTON DC,20396,16
G15,03008,M03008,SITE SUPPORT AURORA 4TH MLG MARFORRES,20600 EAST HIGHWAY 30 BLDG 1301,AURORA CO,80011,16
G16,46744,null,MAG-41 4TH MAW,NAS FORT WORTH JRB BLDG 1068 RM 11,FORT WORTH TX,76127,17
G17,46754,null,SITE SUPPORT MCAS MIRAMAR,MCAS MIRAMAR PO BOX 452024,SAN DIEGO CA,92145,17
G18,03009,M03009,HQ&HQ SQDN MACG-48 4THMAW,2205 DEPOT DR BLDG 3200 SUITE 200,GREAT LAKES IL,60088,16
G19,00074,M00891,AVN CMD AND CTRL TM 4TH MAW,2205 DEPOT DRIVE BLDG 3200 SUITE 200,GREAT LAKES IL,60088,17
G20,46764,null,SITE SUPPORT SELFRIDGE,SELFRIDGE ANGB,MOUNT CLEMENS MI,48045,17
G26,06050,null,MATSG-42,251 EAST AVENUE NAS,PENSACOLA FL,32508,02
G27,54008,MS5114,"MARINE DETACHMENT MILLINGTON, TN",NPC BLDG 457 RM 64 INTEGRITY DR,MILLINGTON TN,38055,09
G28,00510,null,SITE SUPPORT MINNEAPOLIS,5905 34TH AVE S,MINNEAPOLIS MN,55450,17
G30,01767,null,SITE SUPPORT,NAS JRB NEW ORLEANS,BELLE CHASSE LA,70143,17
G32,03020,M03020,DET D HMM-774 MAG-49 4THMAW,NAS 1430 C V TOWWAY DRIVE,NORFOLK VA,23511,16
G34,03021,M03021,DET B MAG-46 4THMAW,199 SOUTH WOLFE AVE,EDWARDS AFB CA,93524,16
G35,03035,M03035,SITE SPT (WYOMING) MARFORRES,1118 WYOMING AVE,WYOMING PA,18644,16
G36,03341,M03046,SITE SPT (CAMP PENDLETON-TALEGA) MARFORRES,UNIT 555450,CAMP PENDLETON CA,92055,16
G40,00985,null,SITE SUPPORT WESTOVER ARB,WESTOVER ARB 570 PATRIOT AVE BOX 43,CHICOPEE MA,01022,17
G42,46749,null,HQ RESERVE DISTRICT 4/SITE SPT,MCGUIRE AFB 4401 TEXAS AVE,FORT DIX NJ,08640,17
G52,03040,M03040,SITE SPT (LEMOORE CA) MARFORRES,783 FRANKLIN AVENUE,LEMOORE NAS CA,93246,16
G57,01199,null,SITE SUPPORT JOHNSTOWN PA,200 AVIATION DRIVE,JOHNSTOWN PA,15902,17
G58,03046,null,DET A MAG-41 4THMAW,199 SOUTH WOLFE AVE,EDWARDS AFB CA,93524,16
G60,01309,null,SITE SUPPORT DAMNECK VA,1325 SOUTH BIRDNECK ROAD,VIRGINIA BEACH VA,23451,17
G61,03340,null,VMFT-401 MAG-46 4THMAW,MCAS HANGER 146 BOX 99270,YUMA AZ,85369,16
G63,04169,null,SITE SUPPORT STEWART ANGB NY,STEWART ANGB 10 MCDONALD ST,NEWBURGH NY,12550,17
G67,38450,null,4TH MAW GARRISON,5880 CHANNEL VIEW BLVD,JACKSONVILLE FL,32226,02
G68,06041,MS0335,MAR AVN TRNG SPT GROUP 53 (MATSG-53),NAS WHIDBEY ISLAND,OAK HARBOR WA,98278,03
G69,06116,MS0339,MAR AVN TRNG SPT GROUP 33 (MATSG-33),NAS OCEANA 850 EAST AVENUE,VIRGINIA BEACH VA,23460,02
G70,06117,MS5119,MARINE AVIATION DETACHMENT,1 ADMINISTRATION CIRCLE,CHINA LAKE CA,93555,03
G71,06080,MS0337,MATSG-22,NAS 320 FIFTH STREET SE SUITE 200,CORPUS CHRISTI TX,78419,16
G72,06117,null,DET POINT MUGU,1 ADMINISTRATION CIRCLE,CHINA LAKE CA,93555,03
G76,06040,MS5120,MARINE AVIATION DETACHMENT,NAS CEDAR POINT RD BLDG 102,PATUXENT RIVER MD,20670,02
G77,45220,null,NAVAL AIR MAINTENANCE TRAINING GROUP,NATC 222 EAST AVENUE,PENSACOLA FL,32508,02
G78,45220,null,MATSG-21,NATC 222 EAST AVENUE,PENSACOLA FL,32508,02
G79,54071,null,UAV SCHOOL (INSTRUCTORS),MCD USA INTEL CTR AND SCOL,FORT HUACHUCA AZ,85613,03
G80,84240,null,MATSG-22,USAF URT,RANDOLPH TX,78219,16
G81,06115,MS0346,MATSS-1,NAS 330 FLETCHER ROAD SUITE 210,MERIDIAN MS,39309,02
G83,45614,null,NAV AIR MAINT TRNG DET MATSG-90,MCAS MIRAMAR PO BOX 452025,SAN DIEGO CA,92145,03
G86,54008,null,MARINE CORPS ABSENTEE COLLECTION UNIT,2 NAVY ANNEX RM 3310,WASHINGTON DC,20380,09
G87,06050,MS5117,NAVAL FLIGHT DEMONSTRATION TEAM,NAS 390 SAN CARLOS ROAD SUITE A,PENSACOLA FL,32508,02
G90,06050,MS0340,EAMTMU PAC MATSG-21,NAS 211 FARRAR ROAD,PENSACOLA FL,32508,02
G91,06015,MS0336,MAR AVN TRNG SPT GROUP 23 (MATSG-23),NAS 700 AVENGER AVE,LEMOORE NAS CA,93246,03
G94,06019,MS0335,DET CNATT WHIDBEY,NAS WHIDBEY ISLAND,OAK HARBOR WA,98278,03
G95,06015,null,CTR NAVAL AVN TECH TRNG (CNATT),NAS 738 ENTERPRISE AVE,LEMOORE NAS CA,93246,03
G97,06116,null,CTR NAVAL AVN TECH TRNG (CNATT) (PERM PERS),NAS OCEANA 850 EAST AVENUE,VIRGINIA BEACH VA,23460,02
G98,83276,null,CTR NAVAL AVN TECH TRNG (CNATT) (PERM PERS),NAS AFRC BLDG 938 BOX 44,JACKSONVILLE FL,32212,16
G9A,56001,null,CTR NAVAL AVN TECH TRNG (CNATT),PO BOX 357059,SAN DIEGO CA,92135,03
G9B,02016,MS0343,WEAPONS SYS MGMT NAVAL AIR REWORK FAC,MCAS,CHERRY POINT NC,28533,02
G9C,06080,null,NAVAL AIR TRNG GROUP DET,NAS,KINGSVILLE TX,78363,16
G9E,38019,null,FORCE LOGISTIC SPT UNIT,MCLB,BARSTOW CA,92311,03
G9F,83190,null,STAP,4TH MLG,ALBANY GA,31704,16
G9H,06115,null,NAVAL AVIATOR (PERM PERS),NAS 330 FLETCHER ROAD SUITE 210,MERIDIAN MS,39309,02
G9J,45220,null,33RD FIGHTER WING HQTRS,NAS 211 FARRAR ROAD,PENSACOLA FL,32508,02
G9K,06050,null,F-35 JT INTEGRATED TRNG CTR ELGIN AFB,NAS 211 FARRAR ROAD,PENSACOLA FL,32508,02
G9L,00031,null,F-35B FIT,MCAS PO BOX 66120,BEAUFORT SC,29904,02
G9M,00013,M00231,JSF FIT,3D MAW MCAS BO 99180,YUMA AZ,85369,03
G9N,45220,null,CNATT F-35 EGLIN AFB (STUD PERS),NAS 211 FARRAR ROAD,PENSACOLA FL,32508,02
G9T,06050,null,CTR NAVAL AVN TECH TRNG (CNATT) (PERM PERS),NAS WHITING FIELD BLDG 2945,MILTON FL,32570,02
G9U,06050,M06050,F-35 FIELD TRAINING DETACHMENT,NAS 211 FARRAR ROAD,PENSACOLA FL,32508,02
H01,83303,null,AUBURN UNIVERSITY,CONTACT MI FOR ADDRESS UPDATE,AUBURN AL,36830,16
H03,53103,null,BOSTON UNIVERSITY,116 BAY STATE ROAD,BOSTON MA,02215,02
H04,87191,null,UNIVERSITY OF CALIFORNIA,CONTACT MI FOR ADDRESS UPDATE,BERKELEY CA,94720,16
H05,81239,null,CARNEGIE-MELLON UNIVERSITY,4902 FORBES AVENUE,PITTSBURGH PA,15213,16
H06,87220,null,UNIVERSITY OF CALIFORNIA,CONTACT MI FOR ADDRESS UPDATE,LOS ANGELES CA,90024,16
H07,83227,null,NROTC UNIT,171 MOULTRIE STREET,CHARLESTON SC,29409,16
H08,03008,null,UNIVERSITY OF COLORADO,CONTACT MI FOR ADDRESS UPDATE,BOULDER CO,80309,16
H09,83261,null,NROTC,MOREHOUSE COLLEGE 223 CHESTNUT ST SW,ATLANTA GA,30314,16
H12,80174,null,CORNELL UNIVERSITY,CONTACT MI FOR ADDRESS UPDATE,ITHACA NY,14850,16
H16,83300,null,DUKE UNIVERSITY,CONTACT MI FOR ADDRESS UPDATE,DURHAM NC,27708,16
H17,83276,null,NROTC,UNIVERSITY OF FLORIDA,GAINESVILLE FL,32611,16
H18,83261,null,GEORGIA INSTITUTE OF TECHNOLOGY,CONTACT MI FOR ADDRESS UPDATE,ATLANTA GA,30332,16
H19,83276,null,NROTC,FLORIDA A&M UNIVERSITY,TALLAHASSEE FL,32307,16
H22,80217,null,COLLEGE OF THE HOLY CROSS,null,WORCESTER MA,01610,16
H24,87246,null,UNIVERSITY OF IDAHO,PO BOX 441122,MOSCOW ID,83843,16
H26,85225,null,ILLINOIS INSTITUTE OF TECHNOLOGY,3300 SOUTH FEDERAL ST,CHICAGO IL,60616,16
H28,82225,null,NROTC UNIVERSITY OF ILLINOIS,CONTACT MI FOR ADDRESS UPDATE,CHAMPAIGN IL,61822,16
H30,85233,null,IOWA ST UNIV OF SCIENCE & TECHNOLOGY,NAVAL ROTC 3 ARMORY,AMES IA,50011,16
H31,83276,null,NROTC UNIT,JACKSONVILLE UNIVERSITY,JACKSONVILLE FL,32211,16
H32,85001,null,UNIVERSITY OF KANSAS,CONTACT MI FOR ADDRESS UPDATE,LAWRENCE KS,66045,16
H36,85228,null,MARQUETTE UNIVERSITY,CONTACT MI FOR ADDRESS UPDATE,MILWAUKEE WI,53233,16
H37,03025,null,NROTC,MASS INSTITUTE OF TECHNOLOGY,CAMBRIDGE MA,02139,16
H40,81220,null,MIAMI UNIVERSITY OF OHIO,CONTACT MI FOR ADDRESS UPDATE,OXFORD OH,45056,16
H42,85220,null,UNIVERSITY OF MICHIGAN,CONTACT MI FOR ADDRESS UPDATE,ANN ARBOR MI,48104,16
H44,03016,null,UNIVERSITY OF MINNESOTA,203 CHURCH STREET BLDG 15 ARMORY,MINNEAPOLIS MN,55455,16
H46,83263,null,UNIVERSITY OF MISSISSIPPI,CONTACT MI FOR ADDRESS UPDATE,OXFORD MS,38655,16
H48,85001,null,UNIVERSITY OF MISSOURI (NROTC),105 CROWDER HALL,COLUMBIA MO,65211,16
H50,85245,null,UNIVERSITY OF NEBRASKA,UNIVERSITY OF NEBRASKA NROTC UNIT,LINCOLN NE,68588,16
H52,84243,null,UNIVERSITY OF NEW MEXICO,CONTACT MI FOR ADDRESS UPDATE,ALBUQUERQUE NM,87106,16
H53,87243,null,NROTC TEMPE AZ,UNIVERSITY DR & MILL AVE,TEMPE AZ,85287,16
H54,83300,null,UNIVERSITY OF NORTH CAROLINA,CONTACT MI FOR ADDRESS UPDATE,CHAPEL HILL NC,27515,16
H56,03009,null,NORTHWESTERN UNIVERSITY,CONTACT MI FOR ADDRESS UPDATE,EVANSTON IL,60201,16
H57,80223,null,NROTC,NORWICH UNIVERSITY,NORFIELD VT,05055,16
H58,85281,null,UNIVERSITY OF NOTRE DAME,CONTACT MI FOR ADDRESS UPDATE,NOTRE DAME IN,46556,16
H59,56011,null,NROTC HAMPTON ROADS,215 HAMPTON BLVD,VIRGINIA BEACH VA,23459,02
H60,81227,null,OHIO STATE UNIVERSITY,CONTACT MI FOR ADDRESS UPDATE,COLUMBUS OH,43210,16
H61,87263,MS5107,ADVANCED DEGREE PROGRAM,UNIVERSITY OF ARIZONA,TUCSON AZ,85721,16
H62,87256,null,UNIVERSITY OF OKLAHOMA,CONTACT MI FOR ADDRESS UPDATE,NORMAN OK,73069,16
H63,54008,MS5107,NROTC,2035 F ST NW,WASHINGTON DC,20052,09
H64,87244,null,NROTC,OREGON STATE UNIVERSITY,CORVALLIS OR,97331,16
H65,83263,null,NROTC,MEMPHIS STATE,MEMPHIS TN,38112,16
H66,81269,null,NROTC,315 WAGNER BLDG PENN STATE UNIV,UNIVERSITY PARK PA,16802,16
H67,80292,null,NROTC BRONX,SUNY MARITIME COLLEGE 6 PENNYFIELD AVE,BRONX NY,10465,16
H68,81230,null,NROTC UNIVERSITY OF PENNSYLVANIA,3000 SOUTH ST,PHILADELPHIA PA,19104,16
H69,84220,null,PRAIRIE VIEW A&M COLLEGE,PRAIRIE VIEW TX,HOUSTON TX,77054,16
H72,85218,null,NROTC PURDUE UNIVERSITY,null,WEST LAFAYETTE IN,47907,16
H74,80221,null,RENSSELAER POLYTECHNIC INSTITUTE,CONTACT MI FOR ADDRESS UPDATE,TROY NY,12181,16
H76,84220,null,RICE UNIVERSITY,CONTACT MI FOR ADDRESS UPDATE,HOUSTON TX,77054,16
H78,80242,null,UNIVERSITY OF ROCHESTER,500 JOSEPH C WILSON BLVD,ROCHESTER NY,14627,16
H79,32001,null,NROTC UNIT,SAVANNAH STATE COLLEGE,SAVANNAH GA,31404,02
H80,83301,null,UNIVERSITY OF SOUTH CAROLINA,CONTACT MI FOR ADDRESS UPDATE,COLUMBIA SC,29028,16
H81,84282,null,NROTC UNIT,SOUTHERN UNIVERSITY A&M COLLEGE,BATON ROUGE LA,70807,16
H82,87230,null,SOUTHERN CALIFORNIA UNIVERSITY,3560 WATT WAY - PED 101,LOS ANGELES CA,90089,16
H83,87272,null,NROTC UNIT/SDIEGO STATE UNIV,5998 ALCALA PARK,SAN DIEGO CA,92110,16
H86,84221,null,UNIVERSITY OF TEXAS,CONTACT MI FOR ADDRESS UPDATE,AUSTIN TX,78712,16
H87,82222,null,NROTC,VIRGINIA MILITARY INSTITUTE,LEXINGTON VA,24450,16
H89,84221,null,NROTC,TEXAS A AND M UNIV,COLLEGE STATION TX,77841,16
H90,20016,null,UNIVERSITY OF TULANE,NROTC,NEW ORLEANS LA,70118,16
H91,87238,null,UNIVERSITY OF UTAH,CONTACT MI FOR ADDRESS UPDATE,SALT LAKE CITY UT,84321,16
H92,83223,null,VANDERBILT UNIVERSITY,CONTACT MI FOR ADDRESS UPDATE,NASHVILLE TN,37212,16
H93,81230,null,NROTC VILLANOVA UNIVERSITY,845 E LANCASTER AVE,VILLANOVA PA,19085,16
H94,81234,null,UNIVERSITY OF VIRGINIA,CONTACT MI FOR ADDRESS UPDATE,CHARLOTTESVILLE VA,22903,16
H95,87229,null,NROTC UNIVERSITY OF WASHINGTON,BOX 353840,SEATTLE WA,98195,16
H96,85229,null,UNIVERSITY OF WISCONSIN,1610 UNIVERSITY AVENUE,MADISON WI,53705,16
H97,81233,MS5107,NROTC RUTGERS UNIVERSITY,57 US HIGHWAY 1,NEW BRUNSWICK NJ,08901,16
H98,45220,null,NROTC UNIVERSITY OF WEST FLORIDA,NATC 222 EAST AVENUE,PENSACOLA FL,32508,02
H99,80217,null,SPECIAL EDUCATION PROGRAM,HARVARD UNIVERSITY,CAMBRIDGE MA,02138,16
H9A,82222,null,VA POLYTECHNIC INST & VA STATE,5301 BARNS AVE NW,ROANOKE VA,24019,16
H9B,84258,null,NROTC,TEXAS TECH UNIVERSITY,LUBBOCK TX,79409,16
H9C,80251,null,MAINE MARITIME ACADEMY,CONTACT MI FOR ADDRESS UPDATE,CASTINE ME,04421,16
HAA,88750,null,HQMC BAQ DETERMINATION,(CODE MHP),WASHINGTON DC,20380,17
HAB,88836,null,IMADET,15303 ANDREWS RD KC SOUTH AIRPORT,KANSAS CITY MO,64147,17
HAD,83276,MS5107,EMBRY-RIDDLE AERONAUTICAL UNIV (ERAU),NAS AFRC BLDG 938 BOX 44,DAYTON BEACH FL,32212,02
HAE,53720,MS5107,NROTC (UNIV OF S FL),4202 EAST FOWLER AVENUE,TAMPA FL,33620,02
J02,83303,null,THE AIR UNIVERSITY,NAS MAXWELL AFB,MONTGOMERY AL,36112,16
J08,54060,MS3262,USN POST GRADUATE SCOL (PERM PERS),DEFENSE LANGUAGE INSTITUTE,PRESIDIO OF MONTEREY CA,93944,03
J09,33114,null,MARINE DETACHMENT,485 MAIN STREET,DENNIS MA,02660,09
J11,87195,null,US NAVAL SCHOOLS COMMAND,MARE ISLAND,VALLEJO CA,94592,16
J14,20480,MS5108,USAF ACADEMY,CONTACT MI FOR ADDRESS UPDATE,COLORADO SPRINGS CO,80840,16
J15,45030,null,ADMIN SERVICE CENTER TECOM,MCB PSC BOX 20041,CAMP LEJEUNE NC,28542,02
J17,54026,null,CANADIAN FORCES CMD & STF COLL (STUD),TORONTO CANADA,ARLINGTON VA,22214,09
J18,54061,MS3241,USA INF SCOL (PER PERS),CONTACT MI FOR ADDRESS UPDATE,FORT BENNING GA,31905,02
J20,54099,MS3266,MARDET NAVY SUPPLY CORPS SCHOOL (INSTR),1425 PRINCE AVENUE,ATHENS GA,30606,02
J21,26720,null,MARINE DETACHMENT,297 W 8TH STREET,LONG BEACH NJ,08008,09
J22,87262,MS0329,NAVY FIGHTER WEAPONS SCHOOL,4601 COCOA AVE,RENO NV,89506,16
J23,54008,null,DEFENSE SYSTEMS MGMT SCOL FT BELVOIR,9820 BELVOIR RD SUITE 3,FORT BELVOIR VA,22060,09
J24,45644,null,MARCORREP USA MFF SCOL TRNG CMD,MCAS BOX 99160,YUMA AZ,85369,03
J25,02230,MS3257,MARCORREP USA MFF SCOL TRANGCMD YUMA AZ,MCAS BOX 99160,YUMA AZ,85369,03
J26,54061,MS3243,MARINE CORPS DETACHMENT,BLDG 2372 GARY OWEN REGIMENT RD,FORT KNOX KY,40121,02
J27,31400,null,USMC ENGR SCHOOL (INSTR PERS),MARINE CORP BASE,CAMP LEJEUNE NC,28542,02
J29,87249,null,DEFENSE NUCLEAR AGENCY,5095 RANGE ROAD,LAS VEGAS NV,89115,16
J32,54008,null,NAVAL EOD SCHOOL NAVAL ORD STATION,H&SBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
J33,45030,null,MARINE CORPS ENGINEER SCHOOL (PERM PERS),MCB PSC BOX 20069,CAMP LEJEUNE NC,28542,02
J34,53103,MS3275,MARINE CORPS DETACHMENT,1112 KOLLMEYER STREET,NEWPORT RI,02841,02
J36,54071,MS3234,MARINE CORPS DETACHMENT,US ARMY INTELLIGENCE CTR & SCOL,FORT HUACHUCA AZ,85613,03
J38,53100,null,MARCORREP US NAVAL ACADEMY,107 MARYLAND AVENUE,ANNAPOLIS MD,21402,09
J39,54030,null,CO B MARSPTBN (STUD PERS),9800 SAVAGE ROAD,FORT MEADE MD,20755,09
J41,84243,null,DTRA KIRTLAND AFB,KIRTLAND AFB,ALBUQUERQUE NM,87117,16
J43,06118,null,DET KC-130J LITTLE ROCK (STUD PERS),1222 THOMAS AVE SUITE 138,LITTLE ROCK AR,72099,02
J44,54069,MS3252,US ARMY SIGNAL CENTER,BARNES AVE BLDG 25707,FORT GORDON GA,30905,02
J49,80174,null,PHOTO JOURNALISM SCHOOL,SYRACUSE UNIVERSITY,SYRACUSE NY,13211,16
J50,03042,null,US MILITARY ACADEMY,null,WEST POINT NY,10996,16
J51,53103,MS3267,US NAVAL CHAPLAINS SCHOOL MB NB,114 PORTER ROAD,NEWPORT RI,02841,02
J54,54066,MS3247,USMC ADMIN DET USA FIELD ARTY SCOL,PO BOX 810,FORT SILL OK,73503,16
J55,26791,null,SITE SUPPORT,25390 MADDOX ROAD,CHAPTICO MD,20621,09
J56,53103,MS3261,NAVAL WAR COLLEGE (PERM PERS),686 CUSHING ROAD,NEWPORT RI,02841,02
J57,38740,null,GUIDED MISSILE SYS CRS,US ARMY DEFENSE SCHOOL,FORT BLISS TX,79916,16
J58,38740,MS3248,MARINE CORPS DETACHMENT,2 SHERIDAN RD BLDG 1003,FORT BLISS TX,79916,16
J59,83261,null,FELLOWS SECDEF CORP ATLANTA GA,SOUTHERN UNIVERSITY ATLANTA,STATESBORO GA,30458,16
J61,30303,null,BASIC SCHOOL (STUDENT PERSONNEL),24164 BELLEAU AVENUE MCCDC,QUANTICO VA,22134,09
J62,30010,null,AMPHIB WARFARE SCOL (STUD PERS),MCCDC 2077 GEIGER RD,QUANTICO VA,22134,09
J63,46252,null,BASIC STUD COMM OFF SCOL (STUD PERS),2006 HAWKINS AVENUE,QUANTICO VA,22134,09
J64,46252,null,USMC COMD AND STAFF COLL (STUD PERS),2076 SOUTH STREET,QUANTICO VA,22134,09
J65,30010,null,MARINE CORPS WAR COLLEGE (MCWAR),MCW MCU 2076 SOUTH STREET,QUANTICO VA,22134,09
J66,46252,null,SCHOOL OF ADVANCED WARFIGHTING (SAW),MCW MCU 2076 SOUTH STREET,QUANTICO VA,22134,09
J68,46252,null,ADVANCED STUD COMM OFF SCOL (STUD PERS),2085 MORRELL ROAD,QUANTICO VA,22134,09
J69,54008,null,FOREIGN SERVICE INSTITUTE,4000 N ARLINGTON BLVD,ARLINGTON VA,22204,09
J70,20001,null,JOINT FORCES STAFF COLLEGE,1775 FORRESTAL DRIVE,NORFOLK VA,23551,02
J71,54008,MS3251,JUDGE ADVOCATE GEN SCOL(PERM PERS),600 MASSIE ROAD,CHARLOTTESVILLE VA,22903,09
J72,46252,null,USA ENGINEER SCOL (PERM PERS),2006 HAWKINS AVENUE,QUANTICO VA,22134,09
J74,82266,MS3250,USA TRANSPORTATION SCHOOL (PERM PERS),CONTACT MI FOR ADDRESS UPDATE,FORT EUSTIS VA,23604,16
J78,54078,MS3249,USA QUARTERMASTER SCOL (PERM PERS),BLDG 9300 USMC ADMIN DET,FORT LEE VA,23801,02
J83,54008,null,ACCT & FIN ADMN COURSE BEN FRANK UNIV,BLDG 52 FORT LESELY J MCNAIR,WASHINGTON DC,20319,09
J87,54026,null,STD INTER-AMERICAN DEFENSE COLLEGE,CO B HQBN HQM,ARLINGTON VA,22214,09
J88,56011,MS3271,SCOL OF MUSIC HQ CO,NAVAL AMPHIBIOUS BASE LITTLE CREEK,VIRGINIA BEACH VA,23459,02
J89,54008,null,CANADIAN DEFENSE COLLEGE,H&SBN HQMC 1555 SOUTHGATE RD,ARLINGTON VA,22214,09
J90,54026,null,DEFENSE INTELLIGENCE SCHOOL,CO B HQBN HQMC,ARLINGTON VA,22214,09
J91,20600,null,ROYAL COLLEGE OF DEFENSE STUDIES,US NAVAL ACTIVITIES BOX 33,FPO AE,09510,02
J92,54026,null,POSTGRAD SCOL COMPTROLLERSHIP CRS GWU,CO B HQBN HQMC,ARLINGTON VA,22214,09
J93,54008,null,AMERICAN UNIVERSITY,4400 MASSACHUSETTS AVE NW,WASHINGTON DC,22016,09
J94,54026,null,INDUSTRIAL COLL OF THE ARM FOR (PERM),CO B HQBN HQMC,ARLINGTON VA,22214,09
J95,46252,null,JOINT MILITARY ATTACHE SCHOOL,DEPT OF DEFENSE DIA 200 MACDILL BLVD,WASHINGTON DC,20340,09
J96,54026,null,NATIONAL WAR COLLEGE,CO B HQBN HQMC,ARLINGTON VA,22214,09
J97,54062,MS3242,MARINE CORPS DETACHMENT,US ARMY ORDNANCE CENTER AND SCHOOL,ABERDEEN PROVING GROUND MD,21005,02
J98,46252,null,MCD TSG TRNG CMD (PERM PERS),6128 GOETHALS ROAD,FORT BELVOIR VA,22060,09
J99,87230,null,CINEMATOGRAPHY COURSE,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES CA,90007,16
J9C,83279,null,KEESLER TECHNICAL TRNG CENTER,KEESLER AFB,BILOXI MS,39534,16
J9D,34001,MS3277,SERVICE SCHOOLS COMMAND,NTC,SAN DIEGO CA,92140,03
J9E,45211,null,DRILL INSTRUCTOR SCHOOL SPTBN,MCRD 3800 BELLEAU WOOD,SAN DIEGO CA,92140,03
J9F,45211,null,RECRUITER SCHOOL (STUDENTS),MCRD 3500 CHOSIN AVENUE,SAN DIEGO CA,92140,03
J9G,32091,null,DRILL INSTRUCTOR SCOL (STUD PERS),MCRD PO BOX 15001,PARRIS ISLAND SC,29905,02
J9H,06080,null,USMC NAV SCHOOL DET (PERM PERS),NAVAL AIR STATION,CORPUS CHRISTI TX,78419,16
J9K,82266,null,USA TRAINING SUPPORT CENTER (PERM PERS),CONTACT MI FOR ADDRESS UPDATE,FORT EUSTIS VA,23604,16
J9L,46150,null,SPANISH NAVAL WAR COLLEGE MADRID,PSC 61 BOX 2000,APO AE,09642,02
J9M,45220,null,AVIATION A&C SCHOOL (STUD),NATC 222 EAST AVENUE,PENSACOLA FL,32508,02
J9N,01195,M01194,VMFAT-502 MAG-31 2DMAW (STUD PERS),MCAS PO BOX 66129,BEAUFORT SC,29904,02
J9P,46150,null,STAFF & CMD COLL FED GER ARM FOR,MARFOREUR PANZAR KASERNE GE BLDG 2901,APO AE,09046,02
J9Q,01237,M01237,VMAQT-1,MCAS,CHERRY POINT NC,28533,02
J9R,46150,null,NORWEGIAN DEFENSE COLLEGE,PSC 69 BOX 1000,APO AE,09707,02
J9S,54026,null,NAVAL EOD SCOL (STUD PERS),CO B HQBN HQMC,ARLINGTON VA,22214,09
J9T,56011,MS3295,NAVAL AMPHIBIOUS SCOL (PERM PERS),NAVAL AMPHIBIOUS BASE LITTLE CREEK,VIRGINIA BEACH VA,23459,02
J9U,56001,null,NAVAL AMPHIBIOUS SCOL (PERM PERS),NAVAL AMPHIBIOUS BASE CORONADO,SAN DIEGO CA,92155,03
J9V,45144,null,VMMT-204 MAG-26 2DMAW (STUD PERS),PSC BOX 21018,JACKSONVILLE NC,28545,02
J9W,01079,null,SU-3 MWHS-3 TME-31 (STUD PERS),3DMAW MCAS MIRAMAR PO BOX 452050,SAN DIEGO CA,92145,03
J9X,01203,null,VMAT-203 MAG-14 (STUD PERS),2DMAW MCAS PSC BOX 8064,CHERRY POINT NC,28533,02
J9Y,33353,null,SCHOOL OF INFANTRY (STUD PERS),MCB BOX 555061,CAMP PENDLETON CA,92055,03
J9Z,01194,null,VMFAT-501 (STUDENTS),EGLIN AFB,EGLIN AFB FL,32542,02
JA0,33808,null,ASLT AMPHIB SCOL BN (STUD PERS),MCB BOX 555041,CAMP PENDLETON CA,92055,03
JA1,38441,null,SCHOOLS BRANCH (STUD PERS),MC LOGISTICS BASE,ALBANY GA,31704,02
JA4,31407,null,SCHOOL OF INFANTRY (STUD PERS),PSC BOX 20161 MCB,CAMP LEJEUNE NC,28542,02
JA5,06050,M09934,JOINT STRIKE FIGHTER (JITC),AFB MCCARTHY AVE,EGLIN AFB FL,32542,02
JA6,34001,MS3278,FLEET TRAINING CENTER,MCRD,SAN DIEGO CA,92140,03
JA7,45124,null,FASOTRAGRU DET CHERPT,PSC BOX 8076,CHERRY POINT NC,28533,02
JA9,45220,null,USA OFF AVIATION ADVANCE COURSE,NATC 222 EAST AVENUE,PENSACOLA FL,32508,02
JAA,45211,null,FORMAL SCHOOLS,MCRD WRR 3800 BELLEAU WOOD,SAN DIEGO CA,92140,03
JAB,33350,MS3310,SNCO ACADEMY (PERM PERS),MCB BOX 555104,CAMP PENDLETON CA,92055,03
JAC,01079,MS0345,FASOTRAGRU DET MWHS-3,MCAS MIRAMAR PO BOX 452050,SAN DIEGO CA,92145,03
JAD,54090,MS3221,MARINE CORPS DETACHMENT,200 EAGLE STREET,KESSLER AFB MS,39534,02
JAE,54077,null,MARINE CORPS ADMIN DET (STUD),1320 TRUEMPER STREET BLDG 9122,SAN ANTONIO TX,78236,16
JAF,03044,null,FRAMP (STUD PERS),1325 SOUTH BIRDNECK RD,VIRGINIA BEACH VA,23451,16
JAG,54026,null,UNIF SVCS UNIV OF HLTH SCI SCH OF MED,CO B HQBN HQMC,ARLINGTON VA,22214,09
JAH,54076,MS3220,MARINE CORPS DETACHMENT,167 FORT GRIFFIN AVENUE,GOODFELLOW AFB TX,76908,16
JAJ,83231,null,DEFENSE TRNG AND PERFORMANCE DATA CTR,9500 ARMED FORCES RESERVE DRIVE SUITE 300,ORLANDO FL,32827,16
JAK,45144,null,NAVAL AVIATION OBSERVATION SCHOOL,PSC BOX 21021,JACKSONVILLE NC,28545,02
JAL,54079,MS3270,MARINE CORPS DETACHMENT,NMC INTEL TRNG CTR 2088 REGULUS AVE,VIRGINIA BEACH VA,23461,02
